id,user_id,post_content,tag,timestamp
272,user_5846,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2024-11-29 12:23:06
273,user_4215,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-08-08 15:14:01
274,user_4945,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-07-26 16:02:35
275,user_3903,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-06-13 05:11:33
276,user_6968,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2025-01-25 02:52:45
277,user_3363,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-07-18 14:56:44
278,user_4256,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-07-01 16:09:11
279,user_9606,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2024-09-07 17:26:23
280,user_3219,I can't control the panic attacks I've been having lately.,Anxiety,2024-10-09 13:11:00
281,user_2402,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2025-04-27 02:17:07
282,user_7266,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2025-04-24 15:12:04
283,user_7452,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2025-02-21 00:31:50
284,user_9976,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-12-07 09:09:53
285,user_7160,I don't see a future for me anymore. Really feeling this today.,Depression,2025-01-04 19:15:47
286,user_7494,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2025-03-10 18:18:09
287,user_1706,"I feel so anxious all the time, like something bad is coming. Really feeling this today.",Anxiety,2024-12-08 02:38:27
288,user_3145,I don't see a future for me anymore.,Depression,2025-02-10 15:44:18
289,user_1198,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-11-17 20:13:19
290,user_8154,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-07-28 21:35:43
291,user_3843,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-07-29 14:16:47
292,user_6711,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-01-20 12:23:11
293,user_8093,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2024-12-08 06:03:45
294,user_1710,"No matter what I do, I can't find a reason to keep going.",Suicidal,2025-05-10 05:48:09
295,user_8251,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-03-15 05:57:59
296,user_9256,"No matter what I do, I can't find a reason to keep going. I just can't shake this feeling.",Suicidal,2025-06-13 07:12:54
297,user_3945,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-11-22 22:33:47
298,user_4651,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-03-17 00:56:06
299,user_8510,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-01-31 18:40:12
300,user_4607,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2024-09-18 15:32:55
301,user_5115,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-05-14 23:26:49
302,user_4977,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-05-24 04:40:56
303,user_8609,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-05-27 21:07:49
304,user_4975,I don't see a future for me anymore.,Depression,2024-08-19 09:24:54
305,user_6221,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-04-25 01:56:58
306,user_6863,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2025-02-18 22:10:43
307,user_3144,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-01-21 18:21:59
308,user_7055,I've been thinking that ending it all might be the only escape.,Suicidal,2024-10-20 17:41:21
309,user_4324,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-04-12 20:54:52
310,user_8634,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-07-02 02:41:54
311,user_9729,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2025-02-28 11:16:56
312,user_3632,Every day feels like a struggle to get out of bed.,Depression,2025-07-11 01:01:07
313,user_2908,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-07-23 17:48:14
314,user_2241,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-08-08 20:15:09
315,user_1849,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-12-06 22:50:53
316,user_5168,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-06-28 22:39:07
317,user_8967,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2024-12-22 19:36:02
318,user_1105,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-07-26 15:49:33
319,user_5091,"No matter what I do, I can't find a reason to keep going. I just can't shake this feeling.",Suicidal,2025-06-13 05:47:22
320,user_5623,"I feel so anxious all the time, like something bad is coming.",Anxiety,2024-08-12 16:00:08
321,user_4561,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2024-08-08 21:51:49
322,user_7625,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-01-23 01:31:04
323,user_1373,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-02-15 11:23:16
324,user_7110,I've been thinking that ending it all might be the only escape.,Suicidal,2024-10-27 06:51:45
325,user_8266,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2024-12-31 10:58:55
326,user_5128,"I feel so anxious all the time, like something bad is coming.",Anxiety,2024-11-24 19:58:58
327,user_4354,I've been thinking that ending it all might be the only escape.,Suicidal,2025-04-23 21:33:12
328,user_7155,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2025-05-20 02:08:46
329,user_1513,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-07-16 22:41:53
330,user_4347,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-03-22 11:24:22
331,user_4225,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-04-18 22:29:40
332,user_2791,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2025-07-04 19:09:33
333,user_9509,I can't shake off this constant feeling of emptiness.,Depression,2024-10-16 12:05:42
334,user_1221,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2024-12-09 07:10:14
335,user_1485,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2024-11-27 21:36:37
336,user_3725,I've been thinking that ending it all might be the only escape.,Suicidal,2025-06-01 10:48:07
337,user_8695,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-10-16 23:36:44
338,user_8076,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-10-29 01:21:26
339,user_1784,"I feel so anxious all the time, like something bad is coming. Really feeling this today.",Anxiety,2024-09-06 03:28:48
340,user_4334,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-04-02 18:34:31
341,user_8294,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-02-24 08:13:42
342,user_4418,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2025-01-19 08:59:14
343,user_8982,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2025-05-14 16:44:34
344,user_8411,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-12-16 13:45:26
345,user_9190,I'm lost and I don't see any way out of this darkness.,Suicidal,2025-05-24 13:36:47
346,user_5864,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-09-25 02:43:34
347,user_3363,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2024-11-02 08:27:09
348,user_2818,I can't control the panic attacks I've been having lately.,Anxiety,2025-05-26 23:49:01
349,user_8176,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2025-07-18 04:40:40
350,user_2596,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-10-15 11:38:31
351,user_4791,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-09-02 13:39:33
352,user_5776,I can't control the panic attacks I've been having lately.,Anxiety,2024-12-14 03:52:07
353,user_5753,"I feel so anxious all the time, like something bad is coming. Really feeling this today.",Anxiety,2024-08-27 07:24:40
354,user_9617,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-05-04 01:33:56
355,user_6020,Every day feels like a struggle to get out of bed.,Depression,2025-03-24 12:39:02
356,user_8772,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-06-01 04:00:05
357,user_2770,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2024-11-18 14:39:04
358,user_2195,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-09-25 22:22:43
359,user_8679,"No matter what I do, I can't find a reason to keep going. Really feeling this today.",Suicidal,2025-02-07 19:37:32
360,user_4637,I've been thinking that ending it all might be the only escape.,Suicidal,2024-11-07 18:30:38
361,user_3270,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-12-27 13:12:48
362,user_3760,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-03-10 05:58:42
363,user_1600,Every day feels like a struggle to get out of bed.,Depression,2025-04-14 18:34:53
364,user_6471,I don't see a future for me anymore.,Depression,2024-08-31 10:21:00
365,user_2648,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2024-09-20 09:58:31
366,user_4461,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-03-19 02:05:42
367,user_6512,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2025-03-08 13:53:35
368,user_5653,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-12-19 09:40:49
369,user_2021,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2024-08-14 11:24:21
370,user_4090,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2024-10-15 03:35:48
371,user_7556,Every day feels like a struggle to get out of bed.,Depression,2024-10-05 04:47:23
372,user_7333,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-08-20 22:52:05
373,user_9414,I don't see a future for me anymore. Really feeling this today.,Depression,2024-08-07 02:52:27
374,user_4055,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-03-27 22:20:44
375,user_6814,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2024-10-18 14:24:15
376,user_4206,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-06-23 10:58:30
377,user_3278,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2025-04-16 05:55:47
378,user_8787,"No matter what I do, I can't find a reason to keep going. Really feeling this today.",Suicidal,2025-01-26 13:24:42
379,user_8933,Every day feels like a struggle to get out of bed.,Depression,2025-01-14 21:59:45
380,user_8624,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-05-15 13:45:52
381,user_3402,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2025-01-24 10:41:56
382,user_9526,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2025-05-10 16:19:10
383,user_5037,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-02-25 04:39:06
384,user_8584,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-09-13 06:35:09
385,user_1829,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2024-11-27 15:42:21
386,user_9620,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2024-09-30 00:48:49
387,user_5539,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2025-03-02 02:00:18
388,user_7058,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-05-17 04:43:52
389,user_1781,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-06-17 18:06:46
390,user_2979,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2024-10-26 15:45:11
391,user_9672,"I feel so anxious all the time, like something bad is coming.",Anxiety,2024-09-29 16:46:36
392,user_5111,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-07-23 15:22:55
393,user_7122,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-02-20 08:05:42
394,user_4916,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-03-04 08:31:14
395,user_9342,"No matter what I do, I can't find a reason to keep going. Really feeling this today.",Suicidal,2025-01-23 15:04:11
396,user_5468,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2024-08-06 07:45:16
397,user_1150,I don't see a future for me anymore. Really feeling this today.,Depression,2024-11-19 12:25:12
398,user_3862,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2024-12-16 15:02:46
399,user_8901,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-07-24 17:47:23
400,user_3938,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2025-04-07 04:29:52
401,user_3954,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-03-13 09:38:35
402,user_4275,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2024-08-09 06:34:14
403,user_3297,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-09-06 14:12:55
404,user_4853,I've been thinking that ending it all might be the only escape.,Suicidal,2024-11-13 15:44:05
405,user_9731,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2024-11-29 16:48:09
406,user_8198,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2025-05-23 06:31:45
407,user_9755,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-01-02 04:05:16
408,user_7696,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-04-02 05:18:39
409,user_1250,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-06-22 19:34:58
410,user_7683,I can't shake off this constant feeling of emptiness.,Depression,2024-09-26 13:24:22
411,user_2970,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-05-06 21:08:49
412,user_2716,"No matter what I do, I can't find a reason to keep going. I just can't shake this feeling.",Suicidal,2025-01-13 17:01:29
413,user_7324,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-12-11 20:07:05
414,user_8656,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-05-14 09:24:35
415,user_2525,I'm constantly worried about everything.,Anxiety,2024-08-23 02:54:01
416,user_7916,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-11-21 19:45:33
417,user_6113,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2025-04-07 17:53:01
418,user_5871,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2024-08-22 20:57:43
419,user_3537,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-01-02 22:12:56
420,user_5538,I don't see a future for me anymore.,Depression,2025-03-28 15:58:17
421,user_3617,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-04-14 03:58:26
422,user_6878,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-09-04 03:37:19
423,user_8524,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2024-08-02 15:52:40
424,user_2800,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-06-28 07:07:42
425,user_2077,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-01-11 18:21:34
426,user_6963,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-04-23 20:27:51
427,user_7845,I can't shake off this constant feeling of emptiness.,Depression,2025-05-22 02:34:24
428,user_3460,"I feel so anxious all the time, like something bad is coming. Really feeling this today.",Anxiety,2025-01-23 06:02:20
429,user_1090,I've been thinking that ending it all might be the only escape.,Suicidal,2024-09-11 07:23:59
430,user_1411,"No matter what I do, I can't find a reason to keep going.",Suicidal,2025-06-06 13:29:51
431,user_9331,I'm lost and I don't see any way out of this darkness.,Suicidal,2024-08-01 22:11:42
432,user_1043,I'm constantly worried about everything.,Anxiety,2025-02-14 18:46:51
433,user_9458,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2025-07-06 00:40:34
434,user_7995,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-03-11 01:35:09
435,user_4539,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-05-12 15:36:11
436,user_5280,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2025-04-13 16:27:40
437,user_2063,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-12-07 22:24:45
438,user_1286,I don't see a future for me anymore.,Depression,2025-07-15 16:07:53
439,user_8965,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2024-08-23 02:23:02
440,user_1336,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-05-21 22:36:46
441,user_5112,I'm constantly worried about everything. I just can't shake this feeling.,Anxiety,2025-07-26 07:41:11
442,user_9281,I don't see a future for me anymore.,Depression,2024-11-19 11:45:45
443,user_4159,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-07-16 18:53:02
444,user_1068,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2025-03-08 17:47:18
445,user_5060,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-08-20 09:15:33
446,user_1937,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-01-06 07:02:55
447,user_3941,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-12-28 20:03:47
448,user_2516,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2025-06-30 16:05:44
449,user_1956,I can't shake off this constant feeling of emptiness.,Depression,2025-04-29 11:44:02
450,user_1104,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-06-28 11:46:32
451,user_6358,I've been thinking that ending it all might be the only escape.,Suicidal,2025-05-09 16:27:03
452,user_2927,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2024-08-22 12:21:53
453,user_8135,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-12-05 11:03:09
454,user_1965,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2025-04-12 18:22:05
455,user_8497,I don't see a future for me anymore.,Depression,2024-12-18 23:30:43
456,user_7699,I feel overwhelmed with sadness and despair.,Depression,2024-10-14 05:15:02
457,user_7230,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-09-26 17:15:42
458,user_7272,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2025-06-01 21:14:26
459,user_5781,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-01-05 13:35:57
460,user_1469,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-08-03 11:15:29
461,user_6408,I don't see a future for me anymore.,Depression,2025-02-17 02:12:48
462,user_1856,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2025-04-13 17:20:27
463,user_6307,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2025-06-27 02:15:10
464,user_5178,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-01-12 10:19:29
465,user_9353,I'm constantly worried about everything. I just can't shake this feeling.,Anxiety,2025-05-31 11:01:04
466,user_3254,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2025-02-18 07:20:41
467,user_4372,"No matter what I do, I can't find a reason to keep going. Really feeling this today.",Suicidal,2025-04-07 14:58:03
468,user_1421,I don't see a future for me anymore. Really feeling this today.,Depression,2025-03-15 09:01:10
469,user_1952,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-06-22 04:36:39
470,user_3190,I'm lost and I don't see any way out of this darkness.,Suicidal,2025-05-10 10:20:59
471,user_5223,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2024-10-29 04:34:59
472,user_3365,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-01-24 11:23:05
473,user_3486,"No matter what I do, I can't find a reason to keep going. Really feeling this today.",Suicidal,2025-03-03 10:51:17
474,user_7804,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2024-12-08 07:39:55
475,user_8113,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-06-20 13:26:03
476,user_9228,I don't see a future for me anymore. Really feeling this today.,Depression,2025-06-10 01:17:17
477,user_2043,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2024-10-17 23:46:55
478,user_5764,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-01-26 06:48:02
479,user_3278,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2025-02-08 07:55:17
480,user_1712,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-06-27 17:58:31
481,user_9724,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2024-08-03 01:34:29
482,user_1308,I'm constantly worried about everything.,Anxiety,2025-07-24 05:06:02
483,user_7858,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-08-01 19:06:13
484,user_7650,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-05-20 18:54:56
485,user_6493,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2024-09-20 06:54:10
486,user_5354,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2025-03-29 02:54:59
487,user_4019,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-03-04 08:33:01
488,user_1914,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2025-02-07 11:38:40
489,user_1466,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-03-21 00:55:06
490,user_7166,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2024-12-15 07:06:35
491,user_1248,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2025-05-23 19:48:34
492,user_5990,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-05-24 09:50:04
493,user_2934,I don't see a future for me anymore.,Depression,2025-06-23 14:51:36
494,user_9818,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2025-04-16 01:42:54
495,user_1579,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2024-09-03 06:33:39
496,user_1006,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-11-05 22:22:39
497,user_1186,I don't see a future for me anymore.,Depression,2024-09-02 11:08:02
498,user_8206,I've been thinking that ending it all might be the only escape.,Suicidal,2024-08-26 23:52:17
499,user_6841,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2025-02-01 19:31:27
500,user_7112,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2025-02-05 23:42:25
501,user_2460,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2025-07-06 19:06:51
502,user_9888,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2024-08-20 17:47:54
503,user_1495,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-03-31 04:47:59
504,user_8308,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2025-06-04 21:21:19
505,user_7976,I've been thinking that ending it all might be the only escape.,Suicidal,2024-09-11 16:45:01
506,user_9637,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-04-03 08:45:10
507,user_7545,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-11-21 16:08:11
508,user_1231,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2025-06-09 16:42:52
509,user_7680,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-11-06 07:05:30
510,user_9857,I can't shake off this constant feeling of emptiness.,Depression,2025-05-06 17:26:32
511,user_3041,"No matter what I do, I can't find a reason to keep going.",Suicidal,2024-09-16 03:35:28
512,user_2695,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-10-29 12:02:04
513,user_1801,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2024-07-30 05:16:37
514,user_4067,I feel overwhelmed with sadness and despair.,Depression,2024-12-30 23:11:24
515,user_3803,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2024-12-29 23:45:58
516,user_5061,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2024-12-09 08:30:47
517,user_7818,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2025-06-17 20:27:42
518,user_1861,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2025-05-22 12:27:45
519,user_3887,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2024-12-01 14:57:33
520,user_3889,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-05-13 14:28:36
521,user_1125,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-04-12 07:42:55
522,user_6790,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-02-15 02:46:40
523,user_8750,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-11-09 15:20:01
524,user_9288,I can't shake off this constant feeling of emptiness.,Depression,2024-09-05 01:54:25
525,user_2094,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2024-09-27 10:16:26
526,user_6164,I've been thinking that ending it all might be the only escape.,Suicidal,2025-06-04 10:51:26
527,user_1804,I can't shake off this constant feeling of emptiness.,Depression,2024-09-02 01:14:29
528,user_8148,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2025-06-26 14:14:58
529,user_2462,Every day feels like a struggle to get out of bed.,Depression,2024-10-12 06:17:40
530,user_7658,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-02-12 23:34:57
531,user_1897,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-04-10 19:44:06
532,user_1344,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-07-06 02:36:15
533,user_4560,I've been thinking that ending it all might be the only escape.,Suicidal,2025-03-30 22:13:07
534,user_8450,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2024-12-24 09:21:51
535,user_4774,I can't shake off this constant feeling of emptiness.,Depression,2025-05-26 13:22:55
536,user_9868,I'm constantly worried about everything. I just can't shake this feeling.,Anxiety,2025-06-29 11:33:15
537,user_6720,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-03-06 10:37:48
538,user_7556,I don't see a future for me anymore.,Depression,2024-10-14 13:37:28
539,user_6951,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-04-15 11:42:35
540,user_8886,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-12-13 10:23:40
541,user_9468,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2024-10-07 08:05:53
542,user_4731,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-10-24 09:42:12
543,user_9242,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2025-06-06 16:00:27
